"gid","name","status","geom","len"
5031,"дорога №5031",False,"0105000020E6100000010000000102000000130000006D3189C44E10474043424AA24D7C4E40E740C527531047409186AE9F597C4E40FE1AFFF4551047401CF56B46617C4E40A2050DA25A1047401B54D10E6E7C4E40D06394675E104740FE2F325C787C4E4055E7076465104740F24BB32F8F7C4E4066D185A28A104740BA90FDE2087D4E40A55247228F104740D6BA1E96177D4E409131D2E69310474067D5E76A2B7D4E40879E39909A104740EDD79DEE3C7D4E40972BCDF79D10474029CBB50D487D4E40AA4313CDA810474010E099756B7D4E40A366FE87AA104740610ECC1B717D4E408F311C74AE104740076AE7EA7D7D4E4044AFF5FBB4104740DE44E33F937D4E402484A2D4B9104740B81D1A16A37D4E40C1BFAD60C010474072B15879B87D4E404E9C37A9C3104740C0571932C37D4E4044691BF3C61047403D49A4F0CD7D4E40",NULL
5032,"дорога №5032",True,"0105000020E6100000010000000102000000070000009A6E23AF180D474074CC1E0D4C744E404645F707250D47403D5FB35C36744E408B4FA6762B0D47409D024F102B744E4037DB81DF2B0D4740F6DF394A14744E40D75FC0DC380D4740B45DFCC808744E408A9466F3380D474067F4FE9A07744E40EE6D44413A0D4740E17B7F83F6734E40",NULL
5033,"дорога №5033",False,"0105000020E610000001000000010200000037000000EE6D44413A0D4740E17B7F83F6734E4038352B36410D4740F336DB81DF734E40C1ABE5CE4C0D4740FBE59315C3734E40B0181AF44A0D4740BB833353B5734E403EE76ED74B0D474043160E29AB734E40C2B755B5490D4740E40A94B99E734E403EE76ED74B0D4740831B841497734E401585A7A1570D47408C01C8BF85734E409752978C630D47402876D95482734E407C540D0C6A0D4740AC883F2F81734E4055BC36C0710D474065F61ED37F734E40C3BB5CC4770D4740077E54C37E734E40A09E888F990D474030A1DD7C7E734E40F2BC0ADFB10D4740D621927C80734E407A41FADCBF0D4740E7CE02A381734E4086432564D60D47406566B0F380734E4091819774EF0D47403DF9AA4B7C734E407F64DFBA070E474083D83E8974734E4051B92EA1270E47407F411C3570734E405CF7A0B1400E4740F8B138526C734E409FB6A1BD550E474039ACBA5862734E406529A3DB5C0E4740A8F68EBF59734E40B8393A538D0E4740006F264B52734E4039A2D68FA80E474097885C154D734E403B1D2334DD0E474053C6641646734E40EE4C5766000F47408B47F31142734E404BFB308C050F4740F6A1C15C41734E40086E49B31E0F4740045CEBE63D734E400261A758350F47407D70E3BB39734E40F4F7F7BE5D0F4740C586B88322734E4056DC137F6F0F47409E3017A710734E40B4C7B02F7E0F4740BA06C77608734E4082E1010A9A0F4740FD2FD7A205734E40E31CD02DCF0F4740629923D005734E40429CE2CC0A1047406209B5F006734E40D3A645D84B104740AA79330F05734E40FC06DCA96F104740D482177D05734E40A79542209710474044AE8A2606734E401E06A9CAAD104740B57DD98706734E40AAEE3614E31047406ED113E005734E4054A63DCA2D11474054742497FF724E407571C0536D114740AB6285B6F7724E40FD998B097B11474041142752F5724E40CFC941BFA5114740C56B031CE7724E40F0880AD5CD1147405FD9603CDE724E409E80817BF9114740F8EA9914D5724E40C2209F461012474061A010A6CD724E40E3E4D9401512474074FDCC6ACB724E407EE36BCF2C124740D5F48F74BC724E402D9ED55D341247400D761E70B8724E407657D17A5312474047BE5CD5A3724E40CCD47F31B6124740618C48145A724E403CECCF8FD0124740E6E95C514A724E40F4E0EEACDD1247400E260F5542724E400E805DF2E412474081913C7C3E724E40",NULL
5034,"дорога №5034",False,"0105000020E61000000100000001020000003C00000037DB81DF2B0D4740F6DF394A14744E40B8C60CF90C0D47401943948A21744E40F030ED9BFB0C474057AAB0BE26744E40E6B0FB8EE10C4740F64D50792A744E40C425C79DD20C4740A926D2472A744E40B26FDD83C60C47404CBA771E26744E40B7C9F2BFA60C4740B90C497721744E400A26A36F770C4740EBB6FAA01D744E40EC072B04280C4740AF6AFFB91E744E406431FB86D30B4740929F43CF1C744E4088DE3D9BB00B4740656199C816744E40C29C45949B0B4740656199C816744E407CB43863980B4740656199C816744E40F32DBD47470B474017878E780D744E40191BBAD91F0B4740B99E32480B744E400D6146C2080B47400F00660811744E4075ABE7A4F70A47409E616A4B1D744E406C0FD65AF30A4740F558445E20744E409B768C86E70A4740518B1C7D27744E409004D0DECF0A47407171F9B42F744E40165D28AAC80A4740AC08ED8B3A744E40BF23CF9AC40A474045AADED04A744E40EDDA3928BC0A4740A0DCB6EF51744E40AA375959910A474019DA4AF95A744E40D70231BF890A47403C061A225D744E40C170AE61860A4740FF8B0C175E744E407DBE1C2C520A4740B0A316EF6C744E40309287CFE7094740BF8C182C8B744E40BEA7CD93C6094740FEF3346090744E40E5924F34B4094740B1378CDD99744E40DF707A72A809474091F8CBDD9D744E407ABC35559C09474071299DFEA2744E4041237DFF8B094740301576ACAD744E409D91521A7B094740FAA29817BB744E409F895528770947400A1F0027CA744E40FCCF509264094740B110C248D4744E40B7346DB53D09474025462AE7E6744E40AC2A453C23094740AA9B8BBFED744E40106B3BB71A0947409075278EF2744E40DDB1D82615094740F3A4F1B0F5744E40652A0EB10B0947403F64DBB3F8744E404BE48233F8084740FB8A7FE9FE744E40003F3E7CF4084740DCB3531800754E405E5D5F35E00847402D44E27904754E40490158D3AB084740453EF90505754E407940344E9E084740453EF90505754E40D7CEE6278B08474009FB761211754E40CC7C073F71084740FA9001EA17754E40B0A316EF6C08474087E354C61A754E40C19AB976580847400FDE0D5828754E40AE1DD66542084740C550F3FA38754E403C81559A3908474034FA2C2A3D754E4007F5882C2D084740FDEE67C240754E40E41824D8130847404883802150754E404FCE50DCF1074740B590DB8A58754E40BCAFCA85CA074740687517CD6F754E40DFD8582EC0074740C14A4FA26F754E4050B05AF4A9074740CDF808466F754E408A77DBE09F074740504DEE1C6F754E40A67B9DD4970747400F5E60FB6E754E40",NULL
5035,"дорога №5035",False,"0105000020E61000000200000001020000001A000000412C9B39242747401757A6A9AF7B4E40A1F7C61000274740A4614216B37B4E40B2D073B0A3264740FFBBF4E5BB7B4E407F2370DA42264740EEFD5767C67B4E40E96E8DBE38264740B2B15C80C77B4E4051F0B9B832264740F8CDB348C97B4E40A8209AD42B26474098497952CB7B4E40CC07A98020264740EDD286C3D27B4E402A9C93CD0B26474025FB31F7DA7B4E40EFB4EB94FD25474064F2BC0ADF7B4E40EC6D3315E2254740F6F5D786E57B4E40E54DD944C12547400F4D8F5CED7B4E4091741772B6254740320395F1EF7B4E4004B23275B2254740D2C6116BF17B4E400249D8B793254740FCD86ECCFC7B4E408025FCF785254740DBD5F555037C4E40336DFFCA4A2547404595AB69287C4E4031C5669137254740151A8865337C4E40ECC5AB07272547402F2988CB3B7C4E4070A7BE3D19254740A31930ED407C4E404761CDB7F424474088A5DCD8477C4E40C14472E8E3244740C67C8A2D4E7C4E402C68B51BD82447408C5F1D6C567C4E40A9948DBDCD244740D8971183657C4E4070F0E082C72447408C5132946E7C4E40C10A868DCC2447400FFF3382887C4E400102000000100000002A159098FC1647404B8F6FF0627D4E40DEE11BAFE5164740A96C5853597D4E40606F078FDB164740B38F5F89517D4E40BAD4AD43DA164740F50E5C8A507D4E40F53CC967C31647408DFD76233D7D4E40A74E513FB9164740B6F7A92A347D4E4010E7E104A61647405F31D92E237D4E40D27C845094164740EAA7493A147D4E409C8E5B2789164740C5A810340B7D4E401F36EC527E1647404C07A172027D4E40A62666625F164740693FADFDF87C4E40FE4E498C54164740A0A696ADF57C4E4068661CD94B1647408AFA6E04F37C4E403445251A4916474025D9D946F27C4E404364A252361647406FDFFEB7ED7C4E4063354C231C1647406C96CB46E77C4E40",NULL
5036,"дорога №5036",False,"0105000020E610000001000000010200000005000000D720826044D646407E4B4A8B446E4E4006DBE3E02DD64640EF66576B726E4E4017844DF800D64640D00EB8AE986E4E40A995534CEFD546407B979C24A76E4E409C58969E9FD54640D90D36D0D76E4E40",NULL
5037,"дорога №5037",False,"0105000020E6100000010000000102000000100000007A0904F005C246401EF7521D173F4E40FA635A9BC6C146407866DD9ACF3E4E4074B7465F9CC146400B6F206E983E4E409D0DF96706C146404826964A2E3E4E40E8C479933AC04640CB7AD6DAA03D4E40CB0B55D6DBBE46409099B0A2AB3C4E404C04053983BD4640C1D31A39C13B4E405213D8F73CBC4640912D2691D83A4E401F1329CDE6BA46403BAA9A20EA394E408CA9AA86B3B9464075898FF40E394E40784A62A472B946409E8834E0E2384E4055826A285AB9464025E7C41EDA384E4015692CABFAB84640A2C0F16BDA384E40E9C53F225CB846401A9B6736D9384E40C792832392B74640A5AABF14D4384E40E4A9FD8CC1B546401F2114A5CE384E40",NULL
5038,"дорога №5038",True,"0105000020E61000000100000001020000001200000055826A285AB9464025E7C41EDA384E40C16CA75258B946401FA80991C2384E4040A20914B1B946402B90341367384E40A9FAF087FAB9464080E959B510384E40A46C36FBA8BA464095AAFE5250374E4050C3B7B06EBB46408F615FFC7E364E4062A7B3EE7ABB46405C6B39E16F364E400DAE145D72BB464088E1D9D42F364E40790261A758BB4640AC1E300F99354E40063A49A93ABB4640B80F2F3EBB344E401D95F66118BB4640A8041FDECE334E406BB0BA1F01BB46405787927F1C334E408BFD65F7E4BA4640819AB56F49324E40CB2DAD86C4BA4640D8648D7A88314E40B8358EFDD1BA4640B60CDD9156314E4055D33FD2F1BA46403FBECE9728314E40CA198A3BDEBA4640E26190AADC304E40D98239D5B5BA4640107E3DBA6C304E40",NULL
5039,"дорога №5039",True,"0105000020E6100000010000000102000000020000008F39CFD897F04640CD469D6FFA4E4E4041A66BDC51F0464046008118324F4E40",NULL
5040,"дорога №5040",True,"0105000020E610000001000000010200000005000000314BF1A77CF846409E2D7B6D91504E40562C7E5358F846400CE6AF90B9504E401DE4F56052F8464046BC2B71D3504E4095A1855F45F84640E551E053EF504E40FC8C0B0742F84640E16D94AB0E514E40",NULL
5041,"дорога №5041",False,"0105000020E6100000010000000102000000040000003082C64CA2144740EC7F25FCF7594E401AB84D02E5144740BFB67EFACF594E40B49F7BC509154740D8C4B8D1B6594E40D18CEA19671547406AA4A5F276594E40",NULL
5042,"дорога №5042",True,"0105000020E61000000100000001020000000E0000000A73710AE11E4740DB91A0AEA4604E40EA93DC61131F474039B302E89C604E40BF49D3A0681F474064C515BC8D604E40E5E1F3797B1F47405494A69C8A604E407085668D30204740758B659F6C604E4038B57DD987204740F4812E2B5E604E4015CEC9E605214740816CA34B49604E4068C81DDBD72147403FECE0BB28604E40F312AD269922474076BDD98B0D604E406C617193AC2247403BA5283C0D604E40B9605FA1C52247404D58D1D50C604E40F0332E1C0823474087ACC9AE0F604E40F20C1AFA272347402A638DC415604E40D0A744C82F234740C477071D19604E40",NULL
5043,"дорога №5043",True,"0105000020E610000001000000010200000006000000706880C124164740BEFCA94C8C554E405DBE9AA84A164740A6ED5F5969554E40961AEB2CC4164740DACA4BFE27554E40D76DABB420174740CAAF7A1BF6544E405217DF066B1747402E15C039C8544E402C0BCB44B6174740AA2FA6F4A7544E40",NULL
5045,"дорога №5045",False,"0105000020E610000001000000010200000003000000FDCDD5A0791F4740ED5BF7A0B1614E4032BE79BB6F1F4740CE28A787B2614E4054EC1E8FCF1E47407BF486FBC8614E40",NULL
5054,"дорога №5054",False,"0105000020E61000000100000001020000001900000022E3512AE1CC46401BD1E231A84D4E40AFC85466EFCC4640CD36DCECB44D4E4038E62B3707CD4640368BBC51D04D4E4084EDCCA909CD4640B1FF95F0DF4D4E4025EE0CAE14CD4640B16774ACF74D4E40A240440F21CD4640618A7269FC4D4E40AB532F0961CD46400AAD3DA2F84D4E40A8B2DE5E88CD4640AF0221FE064E4E40DD5ED218ADCD4640201D684F134E4E402C4BCF4FCCCD4640BF11386D214E4E40DFC5FB71FBCD4640D0204FDC3B4E4E40D9B8591712CE4640D0204FDC3B4E4E40DC33A6BB46CE4640B35252712D4E4E40E7A0F07E81CE4640EE105A6A184E4E40714683CAAECE46407B4E7ADFF84D4E40F6F29606D9CE464081C0B975ED4D4E4054742497FFCE4640404D2D5BEB4D4E408F94E3045CCF4640CF32E609DF4D4E408A8741AA72CF4640B9B18F04D04D4E402B1E728E95CF4640A33039FFC04D4E4061270692C1CF46407BB482F0B24D4E4083F7FAFFDDCF4640F0CFFBB5AB4D4E40C6A8C6A6F0CF4640E0AD3DFDB14D4E40B7088CF50DD0464065E08096AE4D4E40FBB9579C20D046404289E0C9B84D4E40",NULL
5055,"дорога №5055",True,"0105000020E610000001000000010200000002000000FE0C6FD6E0CC46408A0E3796664D4E4022E3512AE1CC46401BD1E231A84D4E40",NULL
5056,"дорога №5056",False,"0105000020E61000000100000001020000001700000041A66BDC51F0464046008118324F4E4028D714C8ECEF4640D309B2AF864F4E4036D6B441DCEF464031FB86D3934F4E40A258B8F64FEF4640D5D0066003504E409CA223B9FCEE464070DC18F153504E40E391D332ADEE4640C1D0D9B8B4504E408767AE788FEE46400371C394ED504E402DC83B2C79EE4640176EAFBB2F514E405E82531F48EE4640A31E4718AB514E4091C71D801EEE4640675CDD561F524E402B69C53714EE4640F9ABB65153524E4068D59DDD10EE46402876D95482524E40371AC05B20EE4640DEA2DD32F1524E40C07C0D1C2BEE4640890CAB7823534E406BC07BA246EE4640BEB1B15C80534E405F306E5974EE46406C938AC6DA534E4098F738D384EE464090D78349F1534E4013B5D9FDCFEE46400E12A27C41544E4077FF0EFBF3EE464050A6D1E462544E4006BEFD1422EF4640671F758588544E4049754BBC4DEF46409263A18CA7544E406460788082EF46409F88EA52C8544E407B9BA333D5EF4640DB3F0576EB544E40",NULL
5057,"дорога №5057",True,"0105000020E6100000010000000102000000050000003434F9C154F446406A183E22A64F4E4071A94A5B5CF44640E76D6C76A44F4E40C396C39382F44640C2E73D84A74F4E4036D373C1CFF44640960E31B9AC4F4E40F13B97F3D6F44640A1D05735AD4F4E40",NULL
5058,"дорога №5058",True,"0105000020E61000000100000001020000001A000000FC8C0B0742F84640E16D94AB0E514E4036525B8F67F84640B3B1B7393A514E40A795422097F8464082870E266A514E40F6813F57B6F8464088E3AF7F8D514E409E9ED21CB4F84640F26899FB9A514E40988D29B39CF8464065220093AF514E40777D8BF3DCF74640C1374D9F1D524E40C477071D19F7464045A6327B8F524E402E967DB2BDF646404B8F4BC1BF524E40D59E48E647F646404AA18735F0524E406391706B1CF64640CD1BCCCB06534E40826B932F0DF646407F8A3E7A1E534E409EB1D41F06F646405897097547534E40EAE34636FCF54640BC46263B91534E400F50D0DCF9F54640484ECBB4A2534E4028CC20E3F6F546401CA1551CBD534E40DFFEB7EDD6F54640E663D23A05544E40C4B876FDDDF546400888EEFE1D544E40565348E81DF64640C36169E047544E40ADE17DB0E7F64640A4C0A7DEBF544E401AE4897B87F7464077AD73C23A554E40A04E1EBBB0F74640B4D25A8759554E408685A460D7F746407547B53E9B554E408D1315600EF846401229722DFF554E404D1B690476F7464052F3B0AB24564E4075FAE6A331F7464063A3625232564E40",NULL
5059,"дорога №5059",False,"0105000020E6100000010000000102000000020000002BCC310F4F2047405CFC12961D624E403A799109F81F47401FB3582F2B624E40",NULL
5060,"дорога №5060",False,"0105000020E61000000100000001020000000D000000483D9F5CAE284740B4A4486359664E406EC493DDCC28474071B43E4052664E400B4856D9D2284740E2F9563552664E402635B401D8284740E8FE452B52664E40BF8FB4650A2947401ACC159458664E40D2B0732E202947401CB3EC4960664E408BD761F140294740720EE89667664E4012E04FE8502947408F3B003D68664E4028863F1E55294740A1C096B267664E40A26EB1EC93294740FF85D4A35F664E40F74F81DDFA294740462F59CB53664E404865D4C6222A474028B110C248664E4087B949B1482A47406D25CF5037664E40",NULL
5061,"дорога №5061",True,"0105000020E6100000010000000102000000060000003D2AFEEF88294740D27E5AFBF1664E404154D0A398294740C4036FEDE9664E40B5503239B52947404E97C5C4E6664E4028E5FF9FD4294740C701AA6EE4664E406D0A1AE9FB294740C89750C1E1664E4005A161D6302A47400BC4A16DEB664E40",NULL
5062,"дорога №5062",True,"0105000020E61000000100000001020000000500000065822BEADD294740B8B5E0A018684E407E6FD39FFD2947401798BAD001684E4064027E8D242A47404044B467E0674E407AC2120F282A47406A6D7594DE674E40A77686A92D2A474036BC0FF6DC674E40",NULL
5063,"дорога №5063",True,"0105000020E61000000100000001020000000B0000000CCC0A45BA2A4740D71533C2DB674E40CE7F59EBD52A47406DAAEE91CD674E40E30BA4D5DA2A4740C26C020CCB674E404927B792C22B474096CA8058DB674E40C80BE9F0102C47409A67DB1FDE674E40223317B83C2C474084036BE6DA674E402239F471C82C47402013DF3FCC674E4038E22428D92C47404B283394C9674E40A8BD2DFDF02C4740BA7DFBDFB6674E4096BCF039662D47401F93D629A0674E408F6D1970962D4740E970636996674E40",NULL
5064,"дорога №5064",False,"0105000020E61000000100000001020000000D000000F92EA52E192D47400F24946357694E40F1B8A816112D474065952DED2F694E405808066BF72C4740D84D846808694E40CB5FC6B9F22C4740406D54A703694E40BDDEA238EC2C4740067BB889FF684E40031C8C22B52C47409CEC551AE7684E4064D410B0B12C47406DFE5F75E4684E40ABB420EFB02C474099B78F81E1684E40A3F9ADE7B52C47407E8571DCCE684E405B3343F4B52C4740E5284014CC684E4064EEB5FBB02C4740CF3A996EC8684E40FC32BD699F2C47409DB58075C1684E4042469B3E962C47408F0C8343B9684E40",NULL
5065,"дорога №5065",False,"0105000020E61000000100000001020000000E0000003743609B432C4740158DB5BFB3694E40BAF42F49652C47407E95D7A5A1694E40D6581D948B2C47400D02864089694E4042FFA95DB82C47403F5EFEF96C694E404FD08140C22C474006B4194C68694E40E4C6E358CD2C4740DE12CA0C65694E40B9A7AB3B162D4740C1B45EC257694E40F92EA52E192D47400F24946357694E40E58700964B2D47409696917A4F694E40A1534612732D47404A4D710B4C694E4004352152782D47401BCF0C874A694E407839364C7E2D47400052407F46694E40950D6B2A8B2D4740D3382FA935694E4058E949F48D2D4740596375502E694E40",NULL
5066,"дорога №5066",True,"0105000020E610000001000000010200000008000000ED09B7216B394740C9224DBC03744E40623722CE79394740BF72CE99FE734E40D0DD640A8C39474059B85109F4734E4084A0FE0EA03947404CD8C8BFE0734E40E781D94EA539474044FD2E6CCD734E4007CCE8EC093A4740776A89F08A734E401ADB10887C3A4740E91E23EA4F734E40E01115AA9B3A474032C3EB9F4C734E40",NULL
5067,"дорога №5067",False,"0105000020E610000001000000010200000005000000408864C8B13947405BC2EB4493794E406AACB310D339474013F648DE94794E40416D0A1AE9394740C7084DB791794E4025A71BCD363A4740075E2D7766794E4035AB88E4753A474039DF3E613F794E40",NULL
5068,"дорога №5068",True,"0105000020E610000001000000010200000039000000A4B04115ED354740586BCDFBA47B4E40AF5A3E37D9354740321EA5129E7B4E40D7B2C6EAA0354740A2D5C9198A7B4E407870C1638935474000FD63C6807B4E400875914259354740FD82DDB06D7B4E406BAF4F4A52354740E1A3B4ED6A7B4E400D6C3AA7FE3447403A306FC4497B4E40739AAA20AB34474021D335EE287B4E40AEF545425B34474082B34A9F0C7B4E407162FEC00B3447403A0087F5EB7A4E40F5824F73F2334740149FF133E47A4E4044ADC497E4334740A5AD0095E07A4E405DF8C1F9D43347405872158BDF7A4E4027593D1691334740F0F0E890E57A4E4086167E158533474078E860A2E67A4E403A7C2D4377334740E9CB1CDCE77A4E40EBED85B8283347400A06216AEC7A4E4023AE523019334740BCC4FDECEC7A4E40E144F46BEB324740AA25C22BEE7A4E405698631E9E3247402ABEEB7DF47A4E40588D25AC8D324740FF0AF4E4F57A4E4016C7DC103E3247400E4A9869FB7A4E40CD0AA07312324740426B8F28FE7A4E4066F6798CF2314740D0D78750007B4E402500A4DBB7314740ACE1C73D027B4E40BC9A971EA8314740F7B41E19067B4E40DD6CBDF094314740ADDC0BCC0A7B4E40B28D2E25813147405F679EB70C7B4E40F33977BB5E314740119C44CE0C7B4E402B3982AF433147406BB933130C7B4E400921D6D127314740C91759D70D7B4E40C860C5A9D630474045B7031A117B4E4088E3AF7F8D30474082FE428F187B4E40B513CA671E304740966AB0BA1F7B4E407C1AE6BADF2F47407D02CD8C237B4E406C43C5387F2F4740EB1B98DC287B4E40ED0676A15E2F4740C625D8C92A7B4E40638BEE6A032F4740FF113C74307B4E406638F988F32E474093139271317B4E4073D476B8C22E4740B04EDF7C347B4E40F159E894912E4740497DFE20377B4E4046EBA86A822E47407E48090B387B4E40C6B99745722E4740187D6022397B4E40B368F0ADFE2D4740DF933DF83F7B4E40FFAAC88DC72D4740D2AB014A437B4E40E72E2EFAAF2D474013DD0E68447B4E40A2B030E9942D47409B92077D447B4E40F7274C73862D4740B3165575457B4E4026CE401B6F2D474093C3279D487B4E405CB5C6FBCC2C4740F464485F527B4E40D2246717C22C47403B110E07537B4E40B087403F9D2C4740D4B5F63E557B4E40307F85CC952C47407B3CE3B1557B4E4026B7DC4F7C2C47409278793A577B4E40766C04E2752C47402CC7759D577B4E401E746440512C4740DEAD2CD1597B4E409D088783292C474048FC8A355C7B4E40",NULL
5069,"дорога №5069",True,"0105000020E61000000100000001020000000B000000ADF6B0170A3647409B2D6A41397C4E406E1393DC063647406D228ED02A7C4E402A125D610B3647403140A209147C4E408EDA0E5718364740220038F6EC7B4E40A07312A5183647400FA03AB1E27B4E40FF05820019364740FDE95097D67B4E405204DD03193647405E51A5C1C87B4E40776A2E37183647404788974CBA7B4E4095F661180B3647401DB8B9E7AF7B4E403F30911CFA35474009A87004A97B4E40A4B04115ED354740586BCDFBA47B4E40",NULL
5070,"дорога №5070",True,"0105000020E6100000010000000102000000030000006207DF45A936474015EFB6C13F7C4E404C1938A0A5364740BEB21C322F7C4E40F90670C4A43647404F65074B2B7C4E40",NULL
5107,"дорога №5107",False,"0105000020E61000000100000001020000000200000090D6BDBACFDD464085798F334D944E40211A828879DD4640611CB7F358944E40",NULL
5108,"дорога №5108",False,"0105000020E610000001000000010200000003000000972B723E2BDE4640574E8C7626944E405837DE1D19DE4640814FBD7F3D944E407F390E1714DE4640A2DFADE243944E40",NULL
5193,"дорога №5193",True,"0105000020E610000001000000010200000005000000E89A6E7E680F47406EADE584BF7B4E4032B89C01E40F47404397CBA1A07B4E40E0E297B0EC0F474084E27D0BA17B4E402F87DD770C1047405F62878CA27B4E40838EB16E17104740D05FE811A37B4E40",NULL
5194,"дорога №5194",False,"0105000020E610000001000000010200000064000000C89A9141EE0C4740F5FCC45CAD7B4E40BC4E3459ED0C474078D89F1FA17B4E407C992842EA0C474099E08A7A777B4E40B93E07F1DC0C47403C2872D2457B4E40DCD4E539C70C4740D55B035B257B4E40FA8BEABEAD0C47402F22403C017B4E405215AEA29A0C474075AA2116D67A4E401D22C907980C47403746FCD4C27A4E4083A279008B0C4740BABC395CAB7A4E4099D29FA28F0C474069627083907A4E40D1A45E01960C47405747E92D797A4E40C59A8015960C47400A0CFE23787A4E401D22C907980C47400663E9E85D7A4E4040C461C4990C47408C78FC28347A4E40D1A45E01960C474010C75FFF1A7A4E40A26538F9880C47401332EB200A7A4E40E9222AF97D0C4740BF72CE99FE794E40D0132A93750C47406C713216F2794E40C2A1B778780C4740449957BFE3794E40F9EEFBDC750C47401CC17C68D5794E4047E5266A690C47404A5B012AC1794E40C110830A580C4740E391D332AD794E405F63F261510C4740A6D7C11C98794E407FEA69D14C0C47408B6B216D88794E40D5B2B5BE480C4740C9ACDEE176794E403ADA82EF470C4740315C1D0071794E402442C81E460C4740B791578C5F794E407777AE39510C4740FC613A634E794E40D007701F5E0C4740B82638503B794E406E6699EA6E0C47401280249122794E40D4F20357790C47402971C22918794E403731C96DA00C474098ACE52906794E405ADF1B9EB90C4740B0A3BB35FA784E40211917B3CA0C47405C5A6842EE784E404C8DD0CFD40C4740DE3D40F7E5784E4034075273030D4740BCD463B6BF784E40192F27B2200D4740EB8EC536A9784E4020741AB3360D47401BC528BE90784E4089EB18575C0D4740B549EAA97A784E40D7EDFD57670D47403705E8AD70784E4029CFBC1C760D4740E5C1CC2D63784E408B7C4DC57C0D4740A65AB0F95D784E40B36554747F0D47409CA4F9635A784E40DBD8918F820D4740FE76233D56784E40C6A86BED7D0D47407FEA69D14C784E4022A23D038F0D47401BBD1AA034784E40FF0B5FBAA40D47400C5E4FCF16784E4017A29E99BB0D4740EB426271EE774E4046E1C4A1C80D4740CB13083BC5774E400C8A8B48B90D474014EB54F99E774E4095ACD4FDAD0D474046D1031F83774E4095ACD4FDAD0D47409EABF7657A774E40C739A05B9E0D474078A3456C66774E400C7ED1D4A10D47409010E50B5A774E40492F6AF7AB0D4740D59E48E647774E403A387DE2A50D4740EFCFA0FC38774E40479E35898B0D47402118ACDD1B774E4029064834810D4740C689AF7614774E4044A7E7DD580D474016759C91F7764E40B4DA0DEC420D47407075A50AEB764E40ACEE47403B0D4740F308C95DDF764E40FA91C778390D47404880E4E7D0764E4045172F713F0D47406DE0B31AB7764E40882CD2C43B0D4740F6CE68AB92764E40BE56F8E92E0D4740F83B6FBE6C764E407ED7B15B150D4740880DBB945F764E4096A828A8F20C47407052E28453764E4004FEF0F3DF0C47407BD745764A764E4069C36169E00C4740F51F88E244764E408E322C90EA0C474022F312AD26764E40AAF7AF07EE0C4740B1A140440F764E4035666DAEF50C47402BEA82B009764E407530AC2C1B0D47401A547655FB754E405E3F0E94250D4740CDB3ED0FEF754E4038E1B9522A0D4740643A747ADE754E401B2A6B40290D474024D813B8D0754E407BF65CA6260D474096067E54C3754E40A4CBF67C280D47404966F50EB7754E40C7FDFD18290D4740E63C635FB2754E4062388DA3280D47401935046CAC754E4048AD8B36220D4740D8D2A3A99E754E40A0877F7D190D4740EF8CB62A89754E40A76153420B0D47404778D6C974754E40CED3CACEEC0C474008477F1E59754E40C8C22165D50C474022F4D83B48754E40284696CCB10C474062F94E2734754E40DC24500EB00C4740E5BA849E28754E4075DDA51EB30C474028092EFB1A754E40B5C0C359B60C474005DD5ED218754E408E48CACCBB0C47401F03C30314754E402C706880C10C4740197F918609754E404EF2237EC50C4740E02D90A0F8744E40C8B9A871CA0C4740135443D1F2744E40F319F5B5D30C4740F295404AEC744E4040A61023DF0C4740DFBF7971E2744E401415BBC7E30C4740652607A2DD744E402EB4290DEB0C474005B3F803D4744E40DF043AEEEF0C47401585025BCA744E40481F4EBBF30C4740CC05D3D5C2744E40C7E58931FA0C4740750877C2A6744E40",NULL
5205,"дорога №5205",True,"0105000020E6100000010000000102000000030000006A32E36DA5AA46408BB5AE87E5964E4084C8D8BFA1AA4640035FD1ADD7964E40A8D205ABA0AA4640EDE6F39BD3964E40",NULL
5210,"дорога №5210",False,"0105000020E6100000010000000102000000020000005F155E38C6D64640FC8051932A954E4019EA0B7CA0D64640F1EAC1493F954E40",NULL
5211,"дорога №5211",True,"0105000020E61000000100000001020000000200000019EA0B7CA0D64640F1EAC1493F954E40F6CE68AB92D6464047A2E1DE46954E40",NULL
5212,"дорога №5212",True,"0105000020E610000001000000010200000004000000F6CE68AB92D6464047A2E1DE46954E40ACFD42345FD64640D989DC1D63954E40F405E39645D646400206932C71954E4009E83D1443D64640A55C4F8D72954E40",NULL
5213,"дорога №5213",False,"0105000020E610000001000000010200000003000000EC7F25FCF7D646405E59B3DF24954E4045CA60D6D5D64640274EEE7728954E405F155E38C6D64640FC8051932A954E40",NULL
5214,"дорога №5214",False,"0105000020E61000000100000001020000000200000075E5B33C0FD74640B3EDB43522954E40EC7F25FCF7D646405E59B3DF24954E40",NULL
5215,"дорога №5215",True,"0105000020E6100000010000000102000000020000007F390E1714DE4640A2DFADE243944E4090D6BDBACFDD464085798F334D944E40",NULL
5216,"дорога №5216",False,"0105000020E610000001000000010200000003000000FFE1F8EB5FDE464043B00518F1934E409CE678605BDE46404E8061F9F3934E401E1840F850DE46407A765490FA934E40",NULL
5217,"дорога №5217",True,"0105000020E6100000010000000102000000040000001E1840F850DE46407A765490FA934E404B81BBA24ADE464019761893FE934E40162C7A4C49DE4640D6DC764600944E406AB702AF3BDE4640923AA69311944E40",NULL
